total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,hours_to_next_failure_event
768,28.16,96.0,3,28800.0,0.6627,1.0,0.6627,1.0,3.0,3.0,0.0,0.0,2416.08,1.06,0,6,8,4,20,5,0,0,7,0,75.68
705,20.65,88.12,2,28800.0,0.424,1.0,0.424,1.0,2.0,2.0,0.0,0.0,2416.08,1.35,0,6,15,4,20,5,0,0,7,0,68.8
812,25.4,101.5,3,28800.0,0.6834,1.0,0.6834,1.0,3.0,3.0,0.0,0.0,2416.08,1.81,0,6,2,5,20,5,1,1,7,0,57.81
723,9.88,90.38,4,28800.0,0.2111,1.0,0.2111,1.0,4.0,4.0,0.0,0.0,2416.08,2.16,0,6,10,5,20,5,1,0,7,0,49.46
756,35.68,94.5,5,28800.0,0.7056,1.0,0.7056,1.0,5.0,5.0,0.0,0.0,2416.08,2.42,0,6,16,5,20,5,1,0,7,0,43.18
678,21.48,84.75,3,28800.0,0.3748,1.0,0.3748,1.0,3.0,3.0,0.0,0.0,2416.08,2.67,0,6,22,5,20,5,1,1,7,0,37.21
653,46.29,104.89,6,25715.625,0.7782,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,2416.08,3.17,0,6,10,6,20,5,1,0,7,0,25.23
707,53.66,108.18,5,25715.625,0.8169,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,2433.72,0.14,0,6,21,6,20,5,1,0,7,0,14.28
758,21.32,121.65,5,25715.625,0.5609,0.8929374999999999,0.7201,1.0,8.0,8.0,0.0,0.0,2433.72,0.42,0,6,4,0,21,5,0,1,7,0,7.45
750,24.5,105.5,3,25715.625,0.475,0.8929374999999999,0.7127,1.0,4.0,3.0,0.0,0.0,2433.72,0.7,0,6,11,0,21,5,0,0,7,0,0.86
739,20.65,102.17,5,26040.0,0.4762,0.9042,0.5267,1.0,5.0,5.0,0.0,0.0,2454.78,0.83,1,6,14,0,21,5,0,0,7,0,297.9
698,26.25,91.4,8,27493.0,0.5147,0.9546,0.5392,1.0,1.0,0.0,0.0,0.0,2454.78,1.28,1,6,0,1,21,5,0,1,7,0,287.21
729,35.41,131.17,6,25715.625,0.6947,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,2454.78,1.56,1,6,7,1,21,5,0,0,7,0,280.46
718,23.19,129.82,3,25715.625,0.4952,0.8929374999999999,0.7162,1.0,3.0,3.0,0.0,0.0,2456.78,1.94,2,7,16,1,21,5,0,0,7,0,271.38
773,29.41,111.61,0,25715.625,0.0,0.8929374999999999,0.7788,1.0,1.0,0.0,0.0,0.0,2646.9,0.2,2,7,23,1,21,5,0,1,7,0,265.03
789,28.62,98.62,5,28800.0,0.6507,1.0,0.6507,1.0,5.0,5.0,0.0,0.0,2646.9,0.51,2,7,6,2,21,5,0,0,7,0,257.55
789,47.77,98.62,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2646.9,0.9,2,7,15,2,21,5,0,0,7,0,248.23
787,16.27,98.38,5,28800.0,0.3569,1.0,0.3569,1.0,5.0,5.0,0.0,0.0,2646.9,1.42,2,7,4,3,21,5,0,1,7,0,235.76
777,11.18,97.12,4,28800.0,0.2342,1.0,0.2342,1.0,4.0,4.0,0.0,0.0,2646.9,1.72,2,7,11,3,21,5,0,0,7,0,228.45
847,11.49,105.88,3,28800.0,0.3006,1.0,0.3006,1.0,3.0,3.0,0.0,0.0,2646.9,2.09,2,7,20,3,21,5,0,0,7,0,219.58
925,16.91,115.62,5,28800.0,0.4519,1.0,0.4519,1.0,4.0,4.0,0.0,0.0,2646.9,2.28,2,7,1,4,21,5,0,1,7,0,215.15
732,17.5,91.5,4,28800.0,0.3209,1.0,0.4011,1.0,5.0,4.0,0.0,0.0,2646.9,2.77,2,7,12,4,21,5,0,0,7,0,203.48
735,27.05,91.88,6,28800.0,0.6194,1.0,0.6194,1.0,6.0,6.0,0.0,0.0,2646.9,2.96,2,7,17,4,21,5,0,0,7,0,198.88
690,16.74,86.25,4,28800.0,0.3208,1.0,0.3208,1.0,3.0,3.0,0.0,0.0,2646.9,3.38,2,7,3,5,21,5,1,1,7,0,188.73
722,35.87,90.25,5,28800.0,0.7355,1.0,0.7355,1.0,5.0,5.0,0.0,0.0,2646.9,3.69,2,7,10,5,21,5,1,0,7,0,181.26
925,42.78,115.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2646.9,4.07,2,7,20,5,21,5,1,0,7,0,172.06
590,27.91,73.75,3,28800.0,0.515,1.0,0.515,1.0,2.0,2.0,0.0,0.0,2646.9,4.27,2,7,0,6,21,5,1,1,7,0,167.48
792,40.48,99.0,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2646.9,4.76,2,7,12,6,21,5,1,0,7,0,155.63
747,36.22,93.38,3,28800.0,0.8251,1.0,0.8251,1.0,3.0,3.0,0.0,0.0,2646.9,5.1,2,7,20,6,21,5,1,0,7,0,147.51
652,34.39,81.5,2,28800.0,0.6269,1.0,0.6269,1.0,2.0,2.0,0.0,0.0,2646.9,5.42,2,7,4,0,22,5,0,1,7,0,139.85
813,22.52,101.62,2,28800.0,0.4235,1.0,0.6352,1.0,3.0,2.0,0.0,0.0,2646.9,5.51,2,7,6,0,22,5,0,0,7,0,137.53
703,26.76,87.88,5,28800.0,0.5377,1.0,0.5377,1.0,5.0,5.0,0.0,0.0,2646.9,6.15,1,6,21,0,22,5,0,0,7,0,122.35
925,24.46,115.62,2,28800.0,0.5935,1.0,0.5935,1.0,5.0,4.0,0.0,0.0,2646.9,6.39,1,6,3,1,22,5,0,1,7,0,116.36
751,36.85,93.88,6,28800.0,0.8065,1.0,0.8065,1.0,6.0,6.0,0.0,0.0,2646.9,6.61,1,6,8,1,22,5,0,0,7,0,111.25
773,11.96,96.62,5,28800.0,0.2582,1.0,0.2582,1.0,5.0,5.0,0.0,0.0,2646.9,6.99,0,6,17,1,22,5,0,0,7,0,102.18
742,20.86,92.75,4,28800.0,0.4054,1.0,0.5068,1.0,4.0,4.0,0.0,0.0,2646.9,7.33,0,6,2,2,22,5,0,1,7,0,93.9
653,35.78,102.6,5,25715.625,0.6101,0.8929374999999999,0.9203,1.0,6.0,5.0,0.0,0.0,2646.9,7.76,0,6,12,2,22,5,0,0,7,0,83.68
710,23.59,116.73,4,25715.625,0.5382,0.8929374999999999,0.7079,1.0,4.0,4.0,0.0,0.0,2646.9,7.96,0,7,17,2,22,5,0,0,7,0,78.78
743,32.0,107.4,4,25715.625,0.7817,0.8929374999999999,0.904,1.0,4.0,3.0,0.0,0.0,2722.01,0.19,0,7,1,3,22,5,0,1,7,0,70.53
712,17.27,89.0,6,28800.0,0.4116,1.0,0.4116,1.0,6.0,6.0,0.0,0.0,2722.01,0.64,0,7,12,3,22,5,0,0,7,0,59.78
925,37.09,115.62,3,28800.0,0.9607,1.0,0.9607,1.0,3.0,3.0,0.0,0.0,2722.01,0.95,0,7,19,3,22,5,0,0,7,0,52.41
819,28.98,102.38,3,28800.0,0.4598,1.0,0.6131,1.0,2.0,2.0,0.0,0.0,2722.01,1.14,0,7,0,4,22,5,0,1,7,0,47.75
763,18.39,95.38,3,28800.0,0.4517,1.0,0.4517,1.0,3.0,3.0,0.0,0.0,2722.01,1.64,0,7,12,4,22,5,0,0,7,0,35.75
671,19.01,83.88,6,28800.0,0.3872,1.0,0.3872,1.0,6.0,6.0,0.0,0.0,2722.01,1.73,0,7,14,4,22,5,0,0,7,0,33.66
705,11.13,88.12,2,28800.0,0.2091,1.0,0.2091,1.0,5.0,5.0,0.0,0.0,2722.01,2.34,0,7,5,5,22,5,1,1,7,0,18.98
764,24.03,95.5,3,28800.0,0.5239,1.0,0.5239,1.0,3.0,3.0,0.0,0.0,2722.01,2.69,0,7,13,5,22,5,1,0,7,0,10.58
772,49.75,96.5,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2722.01,2.72,0,7,14,5,22,5,1,0,7,0,9.76
807,33.93,100.88,5,28800.0,0.7255,1.0,0.7255,1.0,2.0,2.0,0.0,0.0,2722.01,3.19,1,7,1,6,22,5,1,1,7,0,25.15
769,11.62,109.94,2,25715.625,0.3033,0.8929374999999999,0.3469,1.0,4.0,4.0,0.0,0.0,2746.09,4.28,2,6,3,0,23,6,0,1,7,0,138.69
870,47.94,116.74,3,26828.0,0.9315,0.9315,1.0,1.0,3.0,3.0,0.0,0.0,2883.91,4.58,2,6,10,0,23,6,0,0,7,0,131.49
707,11.58,96.12,5,26479.0,0.2234,0.9194,0.243,1.0,5.0,5.0,0.0,0.0,2883.91,4.9,2,6,18,0,23,6,0,0,7,0,123.72
710,20.5,99.52,4,25715.625,0.4751,0.8929374999999999,0.5327,1.0,5.0,5.0,0.0,0.0,2883.91,5.28,2,6,3,1,23,6,0,1,7,0,114.55
788,49.88,98.5,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2883.91,5.5,2,6,8,1,23,6,0,0,7,0,109.35
765,34.22,95.62,4,28800.0,0.7562,1.0,0.7562,1.0,4.0,4.0,0.0,0.0,2883.91,5.96,2,6,20,1,23,6,0,0,7,0,98.29
734,24.28,91.75,5,28800.0,0.5067,1.0,0.5067,1.0,4.0,4.0,0.0,0.0,2883.91,6.16,2,6,0,2,23,6,0,1,7,0,93.52
765,29.65,95.62,3,28800.0,0.7145,1.0,0.7145,1.0,3.0,3.0,0.0,0.0,2883.91,6.7,2,6,13,2,23,6,0,0,7,0,80.55
675,44.45,84.38,2,28800.0,0.8386,1.0,0.8386,1.0,2.0,2.0,0.0,0.0,2883.91,7.02,2,6,21,2,23,6,0,0,7,0,72.84
800,37.74,100.0,4,28800.0,0.9869,1.0,0.9869,1.0,1.0,1.0,0.0,0.0,2883.91,7.17,2,5,1,3,23,6,0,1,7,0,69.3
788,27.03,98.5,4,28800.0,0.7385,1.0,0.7385,1.0,4.0,4.0,0.0,0.0,2883.91,7.54,2,5,9,3,23,6,0,0,7,0,60.42
718,35.24,89.75,4,28800.0,0.8132,1.0,0.8132,1.0,4.0,4.0,0.0,0.0,2883.91,7.93,2,5,19,3,23,6,0,0,7,0,50.9
672,42.02,84.0,1,28800.0,0.8976,1.0,0.8976,1.0,3.0,3.0,0.0,0.0,2883.91,8.19,2,5,1,4,23,6,0,1,7,0,44.74
778,22.11,97.25,3,28800.0,0.4394,1.0,0.5859,1.0,4.0,3.0,0.0,0.0,2883.91,8.59,2,5,11,4,23,6,0,0,7,0,35.04
780,12.03,97.5,4,28800.0,0.3009,1.0,0.3009,1.0,4.0,4.0,0.0,0.0,2883.91,9.0,2,5,21,4,23,6,0,0,7,0,25.24
749,27.84,93.62,3,28800.0,0.6759,1.0,0.6759,1.0,6.0,6.0,0.0,0.0,2883.91,9.19,2,5,1,5,23,6,1,1,7,0,20.79
756,20.74,107.61,6,25715.625,0.4825,0.8929374999999999,0.5494,1.0,6.0,6.0,0.0,0.0,2883.91,9.48,2,4,8,5,23,6,1,0,7,0,13.77
758,35.21,118.72,4,25715.625,0.7981,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,2883.91,9.76,2,4,15,5,23,6,1,0,7,0,7.05
699,23.7,104.87,6,25715.625,0.5619,0.8929374999999999,0.6744,1.0,3.0,3.0,0.0,0.0,2885.91,10.27,2,4,3,6,23,6,1,1,7,0,43.09
759,35.84,105.05,2,26011.0,0.7013,0.9032,0.7765,1.0,2.0,2.0,0.0,0.0,2905.99,0.24,2,5,12,6,23,6,1,0,7,0,33.7
702,36.55,98.51,3,25715.625,0.7215,0.8929374999999999,0.81,1.0,3.0,3.0,0.0,0.0,2905.99,0.68,2,5,23,6,23,6,1,1,7,0,23.14
636,48.26,93.91,4,25715.625,0.793,0.8929374999999999,0.9367,1.0,4.0,4.0,0.0,0.0,2923.78,0.29,1,6,11,0,24,6,0,0,7,0,11.37
805,18.79,126.94,4,25715.625,0.405,0.8929374999999999,0.5109,1.0,4.0,4.0,0.0,0.0,2923.78,0.69,1,6,20,0,24,6,0,0,7,0,1.77
865,24.12,124.41,4,25715.625,0.6887,0.8929374999999999,0.7924,1.0,7.0,7.0,0.0,0.0,2923.78,0.88,2,6,1,1,24,6,0,1,7,0,45.87
770,18.8,96.25,6,28800.0,0.451,1.0,0.451,1.0,6.0,6.0,0.0,0.0,2969.05,1.38,2,6,13,1,24,6,0,0,7,0,33.79
732,11.95,91.5,3,28800.0,0.1861,1.0,0.2481,1.0,4.0,3.0,0.0,0.0,2969.05,1.6,2,6,18,1,24,6,0,0,7,0,28.54
821,44.02,102.62,7,28800.0,0.9909,1.0,0.9909,1.0,4.0,4.0,0.0,0.0,2969.05,2.01,2,6,4,2,24,6,0,1,7,0,18.76
745,29.53,113.61,5,25715.625,0.6998,0.8929374999999999,0.8537,1.0,5.0,5.0,0.0,0.0,2969.05,2.21,2,6,9,2,24,6,0,0,7,0,13.81
665,14.88,94.68,6,25715.625,0.3417,0.8929374999999999,0.3892,1.0,6.0,6.0,0.0,0.0,2969.05,2.63,2,6,19,2,24,6,0,0,7,0,3.84
814,36.84,122.39,4,25715.625,0.8314,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,2990.23,3.06,3,6,5,3,24,6,0,1,7,0,55.57
810,22.68,101.25,4,28800.0,0.4084,1.0,0.5105,1.0,5.0,4.0,0.0,0.0,2990.23,3.17,3,6,8,3,24,6,0,0,7,0,52.77
838,43.67,104.75,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2990.23,3.65,3,6,19,3,24,6,0,0,7,0,41.27
878,16.98,109.75,4,28800.0,0.4049,1.0,0.4049,1.0,3.0,3.0,0.0,0.0,2990.23,3.83,3,7,0,4,24,6,0,1,7,0,36.91
829,27.85,105.53,2,28281.0,0.5302,0.982,0.8099,1.0,3.0,2.0,0.0,0.0,3026.77,0.4,3,7,10,4,24,6,0,0,7,0,26.94
801,13.88,102.14,2,28232.0,0.2907,0.9803,0.2965,1.0,2.0,2.0,0.0,0.0,3026.77,0.79,3,7,19,4,24,6,0,0,7,0,17.66
783,18.92,99.23,3,28408.0,0.407,0.9864,0.4126,1.0,3.0,3.0,0.0,0.0,3026.77,0.99,3,7,0,5,24,6,1,1,7,0,12.74
746,39.61,106.72,2,25715.625,0.8738,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,3026.77,1.38,3,6,9,5,24,6,1,0,7,0,3.52
664,16.22,92.21,2,25924.0,0.3587,0.9001,0.3985,1.0,2.0,2.0,0.0,0.0,3211.85,1.73,4,6,18,5,24,6,1,0,7,0,200.06
767,28.29,110.94,3,25715.625,0.6021,0.8929374999999999,0.6967,1.0,3.0,3.0,0.0,0.0,3211.85,1.94,3,6,23,5,24,6,1,1,7,0,194.94
754,27.58,94.25,3,28800.0,0.6192,1.0,0.6192,1.0,3.0,3.0,0.0,0.0,3211.85,2.52,3,6,13,6,24,6,1,0,7,0,181.12
758,39.11,94.75,3,28800.0,0.8312,1.0,0.8312,1.0,3.0,3.0,0.0,0.0,3211.85,2.75,3,6,18,6,24,6,1,0,7,0,175.56
702,45.39,87.75,5,28800.0,0.9077,1.0,0.9077,1.0,4.0,4.0,0.0,0.0,3211.85,3.11,3,6,3,0,25,6,0,1,7,0,166.82
715,42.99,89.38,3,28800.0,0.9739,1.0,0.9739,1.0,3.0,3.0,0.0,0.0,3211.85,3.26,3,6,6,0,25,6,0,0,7,0,163.36
725,35.77,90.62,3,28800.0,0.5254,1.0,0.7006,1.0,4.0,3.0,0.0,0.0,3211.85,3.68,3,6,17,0,25,6,0,0,7,0,153.18
660,15.17,82.5,4,28800.0,0.3458,1.0,0.3458,1.0,7.0,7.0,0.0,0.0,3211.85,4.15,2,6,4,1,25,6,0,1,7,0,141.89
787,41.18,98.38,5,28800.0,0.8501,1.0,0.8501,1.0,5.0,5.0,0.0,0.0,3211.85,4.45,2,6,11,1,25,6,0,0,7,0,134.68
740,37.54,92.5,2,28800.0,0.804,1.0,0.804,1.0,2.0,2.0,0.0,0.0,3211.85,4.67,2,5,16,1,25,6,0,0,7,0,129.49
912,10.64,114.0,7,28800.0,0.317,1.0,0.317,1.0,3.0,3.0,0.0,0.0,3211.85,5.01,2,5,0,2,25,6,0,1,7,0,121.33
721,42.64,90.12,4,28800.0,0.744,1.0,0.93,1.0,5.0,4.0,0.0,0.0,3211.85,5.45,2,5,11,2,25,6,0,0,7,0,110.72
587,34.78,73.38,2,28800.0,0.6196,1.0,0.6196,1.0,2.0,2.0,0.0,0.0,3211.85,5.58,2,5,14,2,25,6,0,0,7,0,107.58
796,18.35,99.5,3,28800.0,0.3977,1.0,0.3977,1.0,4.0,4.0,0.0,0.0,3211.85,6.09,1,5,2,3,25,6,0,1,7,0,95.46
727,36.75,90.88,1,28800.0,0.4138,1.0,0.8277,1.0,2.0,1.0,0.0,0.0,3211.85,6.35,1,5,9,3,25,6,0,0,7,0,89.17
812,12.29,101.5,3,28800.0,0.3,1.0,0.3,1.0,3.0,3.0,0.0,0.0,3211.85,6.7,1,4,17,3,25,6,0,0,7,0,80.79
882,47.12,110.25,4,28800.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3211.85,7.11,1,4,3,4,25,6,0,1,7,0,70.96
925,32.87,115.62,5,28800.0,0.8897,1.0,0.8897,1.0,5.0,5.0,0.0,0.0,3211.85,7.4,1,4,10,4,25,6,0,0,7,0,63.94
710,12.34,88.75,2,28800.0,0.2978,1.0,0.2978,1.0,2.0,2.0,0.0,0.0,3211.85,7.7,1,4,17,4,25,6,0,0,7,0,56.74
754,14.47,94.25,1,28800.0,0.1529,1.0,0.3058,1.0,8.0,8.0,0.0,0.0,3211.85,8.08,1,4,2,5,25,6,1,1,7,0,47.54
842,32.64,105.25,6,28800.0,0.7312,1.0,0.7312,1.0,6.0,6.0,0.0,0.0,3211.85,8.31,1,4,8,5,25,6,1,0,7,0,42.23
728,37.45,91.0,6,28800.0,0.7892,1.0,0.7892,1.0,6.0,6.0,0.0,0.0,3211.85,8.67,0,4,16,5,25,6,1,0,7,0,33.48
651,34.85,81.38,8,28800.0,0.6646,1.0,0.6646,1.0,3.0,3.0,0.0,0.0,3211.85,9.07,0,4,2,6,25,6,1,1,7,0,23.84
699,12.38,90.07,5,27938.0,0.2915,0.9701,0.3005,1.0,5.0,5.0,0.0,0.0,3211.85,9.32,0,4,8,6,25,6,1,0,7,0,17.93
657,41.33,85.2,4,27759.0,0.9032,0.9639,0.937,1.0,4.0,4.0,0.0,0.0,3218.61,9.61,0,5,15,6,25,6,1,0,7,0,10.93
760,40.44,96.79,3,28268.0,0.8903,0.9815,0.9071,1.0,3.0,3.0,0.0,0.0,3225.15,0.18,0,6,23,6,25,6,1,1,7,0,2.31
711,33.77,103.94,5,25715.625,0.709,0.8929374999999999,0.8292,1.0,5.0,5.0,0.0,0.0,3267.38,0.61,1,6,10,0,26,6,0,0,7,0,419.92
704,36.63,104.8,3,25715.625,0.7539,0.8929374999999999,0.8978,1.0,3.0,3.0,0.0,0.0,3267.38,1.06,1,6,21,0,26,6,0,0,7,0,409.28
650,48.55,88.02,6,26584.0,0.7728,0.9231,0.9768,1.0,2.0,2.0,0.0,0.0,3267.38,1.24,1,6,1,1,26,6,0,1,7,0,404.78
685,26.03,89.2,5,27645.0,0.4303,0.9599,0.5379,1.0,6.0,5.0,0.0,0.0,3267.38,1.51,1,6,8,1,26,6,0,0,7,0,398.26
765,41.47,101.84,4,27043.0,0.7417,0.939,0.9873,1.0,5.0,4.0,0.0,0.0,3267.38,1.84,1,6,15,1,26,6,0,0,7,0,390.42
774,28.69,104.02,2,26787.0,0.7297,0.9301,0.7845,1.0,3.0,3.0,0.0,0.0,3282.69,0.07,1,7,2,2,26,6,0,1,7,0,379.81
652,17.3,86.57,4,27114.0,0.3907,0.9415,0.415,1.0,4.0,4.0,0.0,0.0,3282.69,0.37,1,7,9,2,26,6,0,0,7,0,372.48
725,9.47,95.21,5,27414.0,0.1833,0.9519,0.2311,1.0,6.0,5.0,0.0,0.0,3339.66,0.85,2,7,21,2,26,6,0,0,7,0,361.12
598,35.11,77.49,3,27780.0,0.6925,0.9646,0.7179,1.0,3.0,3.0,0.0,0.0,3339.66,0.94,2,7,23,2,26,6,0,1,7,0,358.9
675,35.35,84.38,2,28800.0,0.6642,1.0,0.6642,1.0,2.0,2.0,0.0,0.0,3339.66,1.35,2,7,9,3,26,6,0,0,7,0,349.1
732,46.2,91.5,2,28800.0,0.8743,1.0,0.8743,1.0,2.0,2.0,0.0,0.0,3339.66,1.75,2,7,18,3,26,6,0,0,7,0,339.46
791,39.2,98.88,2,28800.0,0.8402,1.0,0.8402,1.0,2.0,2.0,0.0,0.0,3339.66,1.88,2,7,22,3,26,6,0,1,7,0,336.21
729,38.43,91.12,5,28800.0,0.79,1.0,0.79,1.0,5.0,5.0,0.0,0.0,3339.66,2.32,2,7,8,4,26,6,0,0,7,0,325.83
790,38.24,98.75,2,28800.0,0.8067,1.0,0.8067,1.0,2.0,2.0,0.0,0.0,3339.66,2.8,2,6,20,4,26,6,0,0,7,0,314.17
740,41.0,92.5,4,28800.0,0.9101,1.0,0.9101,1.0,1.0,1.0,0.0,0.0,3339.66,3.13,2,7,3,5,26,6,1,1,7,0,306.38
606,28.26,75.75,4,28800.0,0.4608,1.0,0.4608,1.0,4.0,4.0,0.0,0.0,3377.16,3.47,2,7,12,5,26,6,1,0,7,0,298.21
670,9.51,83.75,3,28800.0,0.1933,1.0,0.1933,1.0,3.0,3.0,0.0,0.0,3377.16,3.8,2,7,20,5,26,6,1,0,7,0,290.2
685,11.76,85.62,1,28800.0,0.2122,1.0,0.2122,1.0,3.0,3.0,0.0,0.0,3377.16,4.14,2,7,4,6,26,6,1,1,7,0,282.1
925,11.73,153.83,3,25715.625,0.2839,0.8929374999999999,0.3777,1.0,3.0,3.0,0.0,0.0,3377.16,4.43,2,7,11,6,26,6,1,0,7,0,275.0
661,34.34,105.26,5,25715.625,0.7476,0.8929374999999999,0.9523,1.0,5.0,5.0,0.0,0.0,3377.16,4.86,2,8,21,6,26,6,1,0,7,0,264.87
804,15.91,121.09,3,25715.625,0.3411,0.8929374999999999,0.411,1.0,4.0,4.0,0.0,0.0,3551.7,0.09,1,8,3,0,27,6,0,1,7,0,259.25
692,20.63,86.5,4,28800.0,0.3878,1.0,0.3878,1.0,4.0,4.0,0.0,0.0,3551.7,0.47,1,8,12,0,27,6,0,0,7,0,250.0
634,21.13,79.25,6,28800.0,0.4464,1.0,0.4464,1.0,6.0,6.0,0.0,0.0,3551.7,0.62,1,8,16,0,27,6,0,0,7,0,246.31
771,26.37,96.38,4,28800.0,0.5418,1.0,0.5418,1.0,3.0,3.0,0.0,0.0,3551.7,1.03,1,8,1,1,27,6,0,1,7,0,236.65
766,16.23,95.75,4,28800.0,0.3122,1.0,0.3902,1.0,5.0,4.0,0.0,0.0,3551.7,1.25,1,8,7,1,27,6,0,0,7,0,231.3
806,11.72,100.75,4,28800.0,0.2452,1.0,0.2452,1.0,4.0,4.0,0.0,0.0,3551.7,1.82,1,8,20,1,27,6,0,0,7,0,217.65
541,25.21,67.62,3,28800.0,0.3768,1.0,0.3768,1.0,2.0,2.0,0.0,0.0,3551.7,1.97,1,8,0,2,27,7,0,1,7,0,213.98
895,23.6,111.88,4,28800.0,0.4997,1.0,0.6246,1.0,5.0,4.0,0.0,0.0,3551.7,2.3,1,8,8,2,27,7,0,0,7,0,206.01
854,45.92,106.75,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3551.7,2.77,0,8,19,2,27,7,0,0,7,0,194.75
843,38.94,105.38,2,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,3551.7,2.96,0,8,0,3,27,7,0,1,7,0,190.25
651,26.22,81.38,5,28800.0,0.4471,1.0,0.4471,1.0,5.0,5.0,0.0,0.0,3551.7,3.43,0,8,11,3,27,7,0,0,7,0,179.03
697,34.34,87.12,5,28800.0,0.7241,1.0,0.7241,1.0,5.0,5.0,0.0,0.0,3551.7,3.8,0,8,20,3,27,7,0,0,7,0,170.0
743,37.78,92.88,4,28800.0,0.8147,1.0,0.8147,1.0,4.0,4.0,0.0,0.0,3551.7,3.95,0,8,23,3,27,7,0,1,7,0,166.5
642,51.85,80.25,5,28800.0,0.8627,1.0,0.8627,1.0,5.0,5.0,0.0,0.0,3551.7,4.43,0,8,11,4,27,7,0,0,7,0,155.1
761,13.94,95.12,1,28800.0,0.1537,1.0,0.3073,1.0,2.0,1.0,0.0,0.0,3551.7,4.76,0,8,19,4,27,7,0,0,7,0,146.97
580,32.09,72.5,4,28800.0,0.5587,1.0,0.5587,1.0,4.0,4.0,0.0,0.0,3551.7,5.12,0,8,3,5,27,7,1,1,7,0,138.45
616,25.58,77.0,4,28800.0,0.4466,1.0,0.4466,1.0,4.0,4.0,0.0,0.0,3551.7,5.39,0,8,10,5,27,7,1,0,7,0,131.97
673,46.1,84.12,4,28800.0,0.8134,1.0,0.8134,1.0,2.0,2.0,0.0,0.0,3551.7,6.14,0,8,4,6,27,7,1,1,7,0,114.0
709,18.73,88.62,4,28800.0,0.449,1.0,0.449,1.0,4.0,4.0,0.0,0.0,3551.7,6.39,0,8,10,6,27,7,1,0,7,0,107.98
825,38.21,103.12,5,28800.0,0.8342,1.0,0.8342,1.0,5.0,5.0,0.0,0.0,3551.7,6.61,0,8,15,6,27,7,1,0,7,0,102.65
592,24.51,74.0,2,28800.0,0.4409,1.0,0.4409,1.0,2.0,2.0,0.0,0.0,3551.7,7.13,0,8,4,0,28,7,0,1,7,0,90.17
899,33.29,117.26,5,27601.0,0.7271,0.9584,0.9104,1.0,6.0,5.0,0.0,0.0,3612.28,7.53,1,8,13,0,28,7,0,0,7,0,80.53
758,12.5,96.95,4,28147.0,0.291,0.9773,0.2978,1.0,4.0,4.0,0.0,0.0,3612.28,7.66,1,8,16,0,28,7,0,0,7,0,77.38
664,20.27,86.59,2,27607.0,0.38,0.9586,0.3964,1.0,5.0,5.0,0.0,0.0,3612.28,8.08,1,8,2,1,28,7,0,1,7,0,67.45
733,18.48,91.62,5,28800.0,0.4586,1.0,0.4586,1.0,5.0,5.0,0.0,0.0,3612.28,8.45,1,7,11,1,28,7,0,0,7,0,58.45
718,28.86,89.75,5,28800.0,0.7065,1.0,0.7065,1.0,5.0,5.0,0.0,0.0,3612.28,8.77,1,7,19,1,28,7,0,0,7,0,50.85
671,10.59,83.88,5,28800.0,0.2106,1.0,0.2106,1.0,5.0,5.0,0.0,0.0,3612.28,8.98,1,7,0,2,28,7,0,1,7,0,45.68
925,44.79,117.15,5,28424.0,0.9869,0.9869,1.0,1.0,5.0,5.0,0.0,0.0,3612.28,9.26,1,6,7,2,28,7,0,0,7,0,39.02
852,23.02,107.42,6,28553.0,0.5153,0.9914,0.5198,1.0,6.0,6.0,0.0,0.0,3612.28,9.6,1,6,15,2,28,7,0,0,7,0,30.86
907,11.2,114.57,5,28499.0,0.3174,0.9895,0.3208,1.0,2.0,1.0,0.0,0.0,3637.42,10.08,1,6,2,3,28,7,0,1,7,0,19.33
767,42.25,118.06,3,25715.625,0.8121,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,3637.42,10.24,1,6,6,3,28,7,0,0,7,0,15.58
781,36.69,116.27,2,25715.625,0.8081,0.8929374999999999,0.9625,1.0,2.0,2.0,0.0,0.0,3637.42,10.74,1,6,18,3,28,7,0,0,7,0,3.53
